"filename", "language", "Python", "JavaScript", "Batch", "CSS", "JSON", "Less", "SCSS", "XML", "Django HTML", "Django txt", "comment", "blank", "total"
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.km.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.ko.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.kr.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.lt.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.lv.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.me.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.mk.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.mn.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.ms.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.nl-BE.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/amir/Project/ntsw_demo/statics/bootstrap-datepicker/locales/bootstrap-datepicker.nl.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
